ID,sentence,label,language
96,"অন্ধকাৰ, হতাশাজনক, অভিযোজনৰ কথা কোৱা হৈছে আৰু হৰিণ এটাক হত্যা কৰাৰ পিছত চকুলৈ চাই থাকি জীৱটো ওলাই যোৱাটো চাই থাকে। এয়া শিশুসকলৰ বাবে নহয়, যদিহে আপুনি আপোনাৰ সন্তানক হতাশাগ্ৰস্ত হোৱাটো নিবিচাৰে।",Negative,as
97,தேவையான அளவை விட அதிகமாக பயன்படுத்தினால் அதிக அளவு வியர்வை சுரக்கிறது.,Negative,ta
98,"ইয়াত পেৰাবেন, এলুমিনিয়াম আৰু প্ৰিজাৰভেটিভ নাই। লগতে, ই বেক্টেৰিয়া-ৰোধী আৰু কোনো গেছ ডিঅ'ড'ৰেণ্ট নহয় আৰু সংবেদনশীল ছালতো ভালদৰে কাম কৰে। তাৰোপৰি দীৰ্ঘস্থায়ী!",Positive,as
99,சவுண்ட்பார் ஸ்டாண்டர்ட் மற்றும் கேமிங் மோடுகளை மட்டுமே கொண்டுள்ளது. கிளாசிக் அல்லது ஜாஸ் இசை போன்ற மிகவும் நுணுக்கமான ஒன்றுக்கு இது உகந்ததல்ல.,Negative,ta
100,"ଏହାର ଏକ ଇନବିଲ୍ଟ ଅଲଟ୍ରା ବାସ୍ ଉଫର୍ ଅଛି | ଗୋଟିଏ ସ୍ପିକରରେ ଆମେ ଏକ ପାର୍ଟୀ ସେଟ୍ ର ସମ୍ପୂର୍ଣ୍ଣ ପ୍ରଭାବ ପାଇଥାଉ, ଏବଂ ଉଫରର ବାସ୍ ସ୍ତର କେବଳ ହୃଦୟକୁ କମ୍ପିତ କରେ |",Positive,or
101,"""যদি লাগেজটি সীমা অতিক্রম করে, তবে এটি অবিলম্বে বেশি টাকা চার্জ করা হয়।""",Negative,bn
102,ਇਸ ਪੈਡਸਟਲ ਫੈਨ ਵਿੱਚ 180-ਡਿਗਰੀ ਅਤੇ 360-ਡਿਗਰੀ ਓਸਿਲੇਸ਼ਨ ਵਿਸ਼ੇਸ਼ਤਾਵਾਂ ਹਨ। ਇਹ ਭੀੜ-ਭੜੱਕੇ ਵਾਲੀਆਂ ਥਾਵਾਂ ਜਿਵੇਂ ਮੈਰਿਜ ਹਾਲ ਆਦਿ ਵਿੱਚ ਬਹੁਤ ਕੁਸ਼ਲ ਹੈ।,Positive,pa
103,প্লেটফৰ্ম আৰু ডবাবোৰ সদায় পৰিষ্কাৰ থাকে।,Positive,as
104,"ಸಾಮಾನ್ಯವಾಗಿ, ಫ್ಯಾಬ್ ಇಂಡಿಯಾ ರನ್ನಿ ಬಣ್ಣಗಳನ್ನು ಹೊಂದಿದೆ ಆದರೆ ಈ ಸಂಗ್ರಹವು ನಿಖರವಾದ ಗಾತ್ರಗಳನ್ನು ಹೊಂದಿದೆ ಮತ್ತು ಫ್ಯಾಬ್ರಿಕ್ ತುಂಬಾ ಮೃದುವಾದ ಹತ್ತಿಯಾಗಿರುತ್ತದೆ.",Positive,kn
105,"ଆଡଜଷ୍ଟେବଲ୍ ଉଚ୍ଚତା ସହିତ ଆଲୁମିନିୟମ୍ ନିର୍ମିତ ଟ୍ରାଇପଡ୍, ମଲ୍ଟି ଲେଭଲ୍ ଲକିଂ ଏବଂ ଶୀଘ୍ର ରିଲିଜ୍ ଶଟଗୁଡିକ ମଧ୍ୟରେ ଦ୍ରୁତ ପ୍ରସ୍ଥାନ ନିଶ୍ଚିତ କରିବାରେ ସାହାଯ୍ୟ କରେ |",Positive,or
106,"""ചെയർ കാറിൽ, ഈ ദിവസങ്ങളിൽ എല്ലാവരും ഒരു സെൽഫോൺ കൈവശം വയ്ക്കുന്നതിനാൽ കൂടുതൽ ചാർജിംഗ് പോയിന്റുകൾ ആവശ്യമാണ്, ഒരു കമ്പാർട്ടുമെന്റിന് 2 പോയിന്റുകൾ മാത്രമേയുള്ളൂ.""",Negative,ml
107,कइयों की तुलना में रेट्स बहुत ज्यादा हैं।,Negative,hi
108,इसे न खरीदें!! इसमें लिखा गया है कि यह केमिकल फ्री है लेकिन हर बार इस्तेमाल  करने के बाद चॉकलेट फॉर्मूला मेरे पोर्स (रोम) को बंद कर देता है। बहुत ही बेकार अनुभव।,Negative,hi
109,"""हमेशा पंक्चुअल नहीं है, याद रखें खासकर जब आपको कनेक्टिंग फ्लाइट में चढ़ना हो। """,Negative,hi
110,അവരുടെ ടീമിൽ നിന്ന് എനിക്ക് ലഭിച്ച പിന്തുണ എന്നെ അമ്പരപ്പിച്ചു. എനിക്ക് എന്റെ സൈറ്റ് എളുപ്പത്തിൽ സ്റ്റോറാക്കി മാറ്റാനും ഞാൻ സ്വയം രൂപകൽപ്പന ചെയ്ത ഉൽപ്പന്നങ്ങൾ ഒരാഴ്ചയ്ക്കുള്ളിൽ വിൽക്കാനും കഴിയും. എനിക്ക് ലഭിക്കുന്ന ട്രാഫിക്കിൽ ഞാൻ അത്ഭുതപ്പെട്ടു.,Positive,ml
111,"ఒక గొప్ప యాప్, మీరు ఏ భాషలోనైనా అన్ని సంగీతాన్ని కనుగొనవచ్చు. సిఫార్సులు చాలా బాగున్నాయి, ధ్వని నాణ్యత కూడా అద్భుతమైనది.",Positive,te
112,ਸਵੀਮਿੰਗ ਪੂਲ ਵਿੱਚ ਬੱਚਿਆਂ ਦਾ ਤੈਰਾਕੀ ਖੇਤਰ ਨਹੀਂ ਹੈ ਕਿਉਂਕਿ ਪੂਲ ਦਾ ਪਾਣੀ ਇੰਨਾ ਸਾਫ਼ ਨਹੀਂ ਹੈ। ਰੈਸਟੋਰੈਂਟ ਮੀਨੂ ਵਿੱਚ ਵੀ ਕੁਝ ਸੁਧਾਰ ਦੀ ਲੋੜ ਹੈ: ਬੰਗਾਲੀ/ਉੱਤਰੀ ਭਾਰਤੀ/ਭਾਰਤ-ਚੀਨੀ ਲੋਕਾਂ ਦਾ ਸੁਮੇਲ ਹੋਣ ਦੇ ਬਾਵਜੂਦ ਲੋੜੀਂਦੇ ਵਿਕਲਪਾਂ ਦੀ ਘਾਟ ਕਾਰਨ ਇੱਕ ਵੀ ਪਕਵਾਨ ਨਹੀਂ ਚੁਣਿਆ ਜਾ ਸਕਦਾ।,Negative,pa
113,"ఎ౦త పెద్ద విషపూరితమైన స్థల౦! మీరు పంచుకున్న కంటెంట్ నచ్చకపోతే, అప్పుడు మీరు సాధ్యమైనంత వరకు అన్ని విధాలా వేధింపులకు గురవుతారు ఎందుకంటే మీ కంటెంట్ స్పష్టంగా ""షిట్టీ"" మరియు ""షిట్ పోస్ట్"" అవుతుంది.",Negative,te
114,ಊಹೆಗೂ ನಿಲುಕದ ಅನುಭವ ನಮಗಿತ್ತು. 3D ಗ್ಲಾಸ್‌ಗಳು ಗೀರುಗಳಿಂದ ತುಂಬಿದ್ದವು ಮತ್ತು ಬದಲಿಯಾಗಿ ಕೇಳಿದಾಗ ಅಸಭ್ಯವಾಗಿ ವರ್ತಿಸಿದರು!!,Negative,kn
115,"गदरेज एसियाव रोखोमसे एइस दि फिल्टार दं जाय केटियनिक सिलभार इयनसनि जेजों (AgNPs) खोबथेजानाय आरो बेयो बेजों फोनांजाबाव फैनाय 99% जिउसा आरो बेक्टेरियाखौ फोथैयो। बुंनो थाङोब्ला, बे नोंनि खथायाव जिउसा होबथानायनि खामानि मावो।",Positive,bd
116,এই ছবিটি সত্যিকার অর্থে একটি মহাকাব্যিক এবং এতে দেখার মতো অনেক দৃশ্য রয়েছে। অত্যাশ্চর্য ব্যাকড্রপ এবং ভিজ্যুয়ালগুলি ছবিটিকে অসাধারণ করে তুলেছে।,Positive,bn
117,এটি সেল ফোনের জন্য সুপারিশ করা হয় না কারণ ধারকটি ভাল নয় এবং ফোনের ক্ষতির সম্ভাবনা রয়েছে,Negative,bn
118,"ফিগার ড্রয়িংয়ের সঙ্গে এর কোনও সম্পর্কই নেই। বইটির বর্ণনা প্রতারণামূলক, এটি আমার অর্থ ও সময় নষ্ট করেছে। খুবই হতাশাজনক!!",Negative,bn
119,"बेनि बांसिन गोहोआ 2.5 टनलʼ, जाय 300 निफ्राय 500 बर्ग फुटगोनां जायगानि थाखाय मोजां। बेनिखायनो बांसिन हटेलानो बेखौ बायथारो।",Positive,bd
120,"મેં બે સ્વેટર મંગાવ્યા છે અને તે ખરેખર સારી ગુણવત્તાવાળા ઉન છે. અન્ય લોકોએ સમીક્ષા કરી છે તેમ, ફેબ્રિક કુદરતી લાગે છે અને ઉઝરડાવાળું નથી.",Positive,gu
